timestamp,age,gender,purchase_frequency,purchase_categories,personalized_recommendation_frequency,browsing_frequency,product_search_method,search_result_exploration,customer_reviews_importance,add_to_cart_browsing,cart_completion_frequency,cart_abandonment_factors,saveforlater_frequency,review_left,review_reliability,review_helpfulness,personalized_recommendation_frequency_1,recommendation_helpfulness,rating_accuracy,shopping_satisfaction,service_appreciation,improvement_areas,rating_accuracy_num,customer_reviews_importance_num,recommendation_helpfulness_num,shopping_satisfaction_num,saveforlater_frequency_num,cart_completion_frequency_num,timestamp_parsed,ts_year,ts_month,ts_day,ts_hour,ts_weekday,timestamp_topic_0,timestamp_topic_1,timestamp_topic_2,timestamp_topic_3,timestamp_topic_4,timestamp_topic_5,purchase_categories_topic_0,purchase_categories_topic_1,cart_abandonment_factors_topic_0,cart_abandonment_factors_topic_1,cluster_kmeans,cluster_dbscan,cluster_agg,cluster_gmm,cluster_label_used
2023/06/07 11:47:44 AM GMT+5:30,41,Male,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Yes,5,Yes,2,3,Wide product selection,Shipping speed and reliability,2.0,1.0,,3.0,2.0,5.0,2023-06-07 11:47:44-05:30,2023,6,7,11,2,0.0335441560759247,0.8325934427524389,0.0335344346482965,0.0335552011111489,0.033380114455529,0.0333926509566618,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/07 11:48:25 AM GMT+5:30,34,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,No,3,2,Wide product selection,Scrolling option would be much better than going to next page,3.0,2.0,,2.0,1.0,3.0,2023-06-07 11:48:25-05:30,2023,6,7,11,2,0.0333333713850633,0.3255042809938814,0.0337285381746299,0.0333333682661536,0.03340231284803,0.5406981283322415,0.5,0.5,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 11:54:03 AM GMT+5:30,29,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,5,No,3,3,User-friendly website/app interface,Product quality and accuracy,3.0,1.0,,3.0,5.0,4.0,2023-06-07 11:54:03-05:30,2023,6,7,11,2,0.0333334141519007,0.8325694524027207,0.0337126017606912,0.0334375305034823,0.0335543562685968,0.0333926449126079,0.3414092851526727,0.6585907148473272,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 12:01:15 PM GMT+5:30,35,Male,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Yes,3,3,Product recommendations,Product quality and accuracy,3.0,3.0,,3.0,2.0,3.0,2023-06-07 12:01:15-05:30,2023,6,7,12,2,0.0278516773588333,0.0280381547381906,0.3823522922957586,0.5057212466300351,0.0280820779779706,0.0279545509992115,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 12:13:39 PM GMT+5:30,32,Male,Less than once a month,Clothing and Fashion,No,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,3,Yes,1,3,Product recommendations,Reducing packaging waste,1.0,5.0,,3.0,2.0,3.0,2023-06-07 12:13:39-05:30,2023,6,7,12,2,0.0281532079858215,0.0280010133523274,0.8600681054468524,0.027855758273086,0.0280521932817947,0.0278697216601177,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/07 12:23:07 PM GMT+5:30,41,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Yes,1,Yes,2,2,Wide product selection,Product quality and accuracy,2.0,1.0,,2.0,1.0,4.0,2023-06-07 12:23:07-05:30,2023,6,7,12,2,0.0278413774572061,0.0279389300394261,0.8605052627249995,0.0280079806964417,0.0278368450507514,0.027869604031175,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/07 12:27:12 PM GMT+5:30,35,Female,Few times a month,Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,2,Yes,3,2,Wide product selection,Product quality and accuracy,3.0,1.0,,2.0,3.0,3.0,2023-06-07 12:27:12-05:30,2023,6,7,12,2,0.0278414206771662,0.0278817996980955,0.8600434865661053,0.0282293731735122,0.0278368300474472,0.0281670898376733,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/07 12:29:31 PM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,Yes,2,1,Competitive prices,Reducing packaging waste,2.0,4.0,,1.0,4.0,3.0,2023-06-07 12:29:31-05:30,2023,6,7,12,2,0.0278413596196104,0.0278834143505949,0.860697547825518,0.0278557324330826,0.0278520492866912,0.0278698964845026,0.9165157481572956,0.0834842518427043,0.1666824542265414,0.8333175457734585,1,-1,0,0,1
2023/06/07 12:30:22 PM GMT+5:30,46,Female,Once a week,others,No,Few times a week,Keyword,Multiple pages,5,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,5,Sometimes,3,4,Wide product selection,Customer service responsiveness,3.0,5.0,3.0,4.0,4.0,4.0,2023-06-07 12:30:22-05:30,2023,6,7,12,2,0.033444428813105,0.0336149898111713,0.5398749639238613,0.3261231745186693,0.0334364115237162,0.0335060314094766,0.5,0.5,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/07 12:36:04 PM GMT+5:30,39,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,1,Sometimes,2,3,Wide product selection,Customer service responsiveness,2.0,2.0,3.0,3.0,3.0,3.0,2023-06-07 12:36:04-05:30,2023,6,7,12,2,0.0279295887969268,0.0279130880115285,0.6103093712570744,0.0279171784644999,0.2779230110749831,0.028007762394987,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/07 12:39:08 PM GMT+5:30,48,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,2,Yes,2,1,Wide product selection,Customer service responsiveness,2.0,1.0,,1.0,4.0,4.0,2023-06-07 12:39:08-05:30,2023,6,7,12,2,0.0282708468976157,0.0280010045757393,0.8595638601188155,0.0280756770108182,0.0282188688465935,0.0278697425504176,0.1273542546663209,0.8726457453336791,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/07 12:44:27 PM GMT+5:30,25,Male,Few times a month,others,No,Few times a week,Keyword,Multiple pages,5,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,Wide product selection,Customer service responsiveness,3.0,5.0,,4.0,3.0,3.0,2023-06-07 12:44:27-05:30,2023,6,7,12,2,0.2287234881894293,0.0280803532462434,0.6587440056684062,0.0283609502123807,0.0278410315939216,0.0282501710896186,0.5,0.5,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/07 12:50:13 PM GMT+5:30,38,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Never,No,Heavily,Yes,3,Sometimes,3,3,User-friendly website/app interface,Quality of product is very poor according to the big offers,3.0,1.0,3.0,3.0,1.0,2.0,2023-06-07 12:50:13-05:30,2023,6,7,12,2,0.0280265816915522,0.0279349764452656,0.860476337431833,0.0278556779448789,0.0278368055362928,0.027869620950177,0.3414092851526727,0.6585907148473272,0.1666824542265414,0.8333175457734585,0,-1,1,1,0
2023/06/07 1:00:08 PM GMT+5:30,26,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Occasionally,Sometimes,1,Yes,3,3,Competitive prices,Product quality and accuracy,3.0,1.0,,3.0,3.0,3.0,2023-06-07 13:00:08-05:30,2023,6,7,13,2,0.3820278816029785,0.0335783000375945,0.4836829946270022,0.0336697167571001,0.0336008924395165,0.033440214535808,0.3414092851526727,0.6585907148473272,0.5,0.5,1,-1,0,1,1
2023/06/07 1:00:09 PM GMT+5:30,40,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,4,Yes,Sometimes,High shipping costs,Often,Yes,Rarely,Sometimes,3,No,4,3,User-friendly website/app interface,Product quality and accuracy,4.0,4.0,,3.0,4.0,3.0,2023-06-07 13:00:09-05:30,2023,6,7,13,2,0.0339401430835046,0.0335386095560005,0.8321002760979617,0.0335121722996064,0.033423711311223,0.0334850876517036,0.1273542546663209,0.8726457453336791,0.1250428283408851,0.8749571716591149,0,-1,0,1,0
2023/06/07 1:04:07 PM GMT+5:30,49,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,3,Yes,3,2,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues,3.0,1.0,,2.0,5.0,3.0,2023-06-07 13:04:07-05:30,2023,6,7,13,2,0.0335645289739088,0.033684248569979,0.5784150409273129,0.0334951334302509,0.2872379164332762,0.0336031316652719,0.9165157481572956,0.0834842518427043,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/07 1:05:41 PM GMT+5:30,30,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,Yes,4,1,Wide product selection,Product quality and accuracy,4.0,5.0,,1.0,3.0,3.0,2023-06-07 13:05:41-05:30,2023,6,7,13,2,0.0336046512008893,0.0337552655162599,0.3386573689190676,0.0337503956218753,0.5266709007984521,0.0335614179434554,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 1:25:26 PM GMT+5:30,24,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Maybe,Rarely,High shipping costs,Sometimes,No,Moderately,Yes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness,3.0,1.0,3.0,2.0,3.0,2.0,2023-06-07 13:25:26-05:30,2023,6,7,13,2,0.0334579200457403,0.5154214537557654,0.033715506411194,0.0334423446381517,0.0334489283110163,0.3505138468381321,0.1801228724025039,0.8198771275974961,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/07 1:33:51 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Shipping speed and reliability,2.0,1.0,,1.0,2.0,3.0,2023-06-07 13:33:51-05:30,2023,6,7,13,2,0.0334433854049064,0.0336321235447852,0.5813968872584735,0.2846484680563426,0.0334354356531371,0.0334437000823548,0.4322740400109385,0.5677259599890614,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/07 1:40:37 PM GMT+5:30,27,Male,Once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,User-friendly website/app interface,Product quality and accuracy,3.0,4.0,,4.0,3.0,3.0,2023-06-07 13:40:37-05:30,2023,6,7,13,2,0.2995320226404018,0.0337363965651161,0.3000215220606098,0.0334351035039369,0.033441378795198,0.2998335764347372,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/07 1:49:06 PM GMT+5:30,28,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,5,Yes,2,2,Competitive prices,Product quality and accuracy,2.0,2.0,,2.0,2.0,3.0,2023-06-07 13:49:06-05:30,2023,6,7,13,2,0.0418346285504816,0.0420039583008083,0.7906903574280859,0.0418135929057453,0.041822385524046,0.0418350772908327,0.5,0.5,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/07 2:09:49 PM GMT+5:30,23,Male,Less than once a month,others,No,Few times a week,Keyword,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,2,Sometimes,3,2,User-friendly website/app interface,Product quality and accuracy,3.0,3.0,3.0,2.0,4.0,2.0,2023-06-07 14:09:49-05:30,2023,6,7,14,2,0.0335617585808669,0.0335749666822251,0.8324425265657421,0.0335120959248387,0.0334236515977842,0.033485000648543,0.5,0.5,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 2:11:50 PM GMT+5:30,46,Female,Few times a month,Home and Kitchen,Yes,Few times a week,categories,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,Yes,1,Yes,2,2,Product recommendations,Product quality and accuracy,2.0,1.0,,2.0,4.0,5.0,2023-06-07 14:11:50-05:30,2023,6,7,14,2,0.0337687218940831,0.8320059417465903,0.033756801201992,0.0334448621732171,0.0335002970798073,0.0335233759043099,0.8326462361431456,0.1673537638568543,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/07 2:16:43 PM GMT+5:30,27,Male,Less than once a month,others,Sometimes,Rarely,Keyword,First page,2,Maybe,Rarely,others,Often,No,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,3.0,2.0,3.0,3.0,4.0,2.0,2023-06-07 14:16:43-05:30,2023,6,7,14,2,0.3082994118324095,0.5576819351615996,0.0336632841669906,0.0334441655150598,0.0334508421705411,0.0334603611533991,0.5,0.5,0.5,0.5,0,-1,0,0,0
2023/06/07 2:19:05 PM GMT+5:30,20,Female,Once a month,Home and Kitchen,No,Rarely,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,2,3,Competitive prices,Product quality and accuracy,2.0,1.0,3.0,3.0,4.0,3.0,2023-06-07 14:19:05-05:30,2023,6,7,14,2,0.5022518507552898,0.3630504483225465,0.0338069556650341,0.0337281306102007,0.0336048571021784,0.0335577575447503,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/07 2:22:14 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,4,Yes,3,4,User-friendly website/app interface,Shipping speed and reliability,3.0,4.0,,4.0,3.0,2.0,2023-06-07 14:22:14-05:30,2023,6,7,14,2,0.0334577895717757,0.0338013466731421,0.3066161972544438,0.2936302271669465,0.2990362877016279,0.0334581516320638,0.0868156385412483,0.9131843614587516,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 2:23:02 PM GMT+5:30,29,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Customer service responsiveness,2.0,1.0,3.0,2.0,1.0,4.0,2023-06-07 14:23:02-05:30,2023,6,7,14,2,0.0334394997058759,0.0335467337185725,0.5738329738105238,0.03376914626638,0.0334318410022278,0.2919798054964199,0.562945602628819,0.437054397371181,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/07 2:33:56 PM GMT+5:30,29,Female,Less than once a month,Clothing and Fashion,Yes,Few times a month,others,First page,1,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,1,Yes,1,3,Wide product selection,Product quality and accuracy,1.0,1.0,,3.0,3.0,3.0,2023-06-07 14:33:56-05:30,2023,6,7,14,2,0.0334499141514494,0.0336824976991113,0.3415004084268572,0.5244767706153859,0.0334409154981103,0.0334494936090858,0.1801228724025039,0.8198771275974961,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/07 2:40:30 PM GMT+5:30,57,Female,Few times a month,Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,4,Yes,3,3,User-friendly website/app interface,Customer service responsiveness,3.0,1.0,,3.0,3.0,4.0,2023-06-07 14:40:30-05:30,2023,6,7,14,2,0.0418558691127055,0.0421531689367377,0.4162744302780807,0.0418321102934167,0.0418422069822922,0.416042214396767,0.8326462361431456,0.1673537638568543,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/07 3:13:52 PM GMT+5:30,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,4,Yes,3,1,User-friendly website/app interface,Customer service responsiveness,3.0,1.0,,1.0,3.0,3.0,2023-06-07 15:13:52-05:30,2023,6,7,15,2,0.0335352669810294,0.3827542566187556,0.4833390927099105,0.0334770681880275,0.0334427042327135,0.0334516112695632,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,1,-1,1,1,1
2023/06/07 3:56:01 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;others,No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,1,Sometimes,3,2,Product recommendations,Product quality and accuracy,3.0,1.0,3.0,2.0,2.0,3.0,2023-06-07 15:56:01-05:30,2023,6,7,15,2,0.0334499716863056,0.0336808950932869,0.3422259716630253,0.5234080844512807,0.0337855133375509,0.0334495637685504,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/07 3:58:52 PM GMT+5:30,15,Male,Once a month,Clothing and Fashion;others,No,Few times a week,Keyword,First page,1,Yes,Sometimes,others,Rarely,No,Heavily,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy,3.0,1.0,3.0,2.0,2.0,3.0,2023-06-07 15:58:52-05:30,2023,6,7,15,2,0.0334814500042307,0.8324976651046747,0.0336063066808579,0.0335021617511454,0.0334513964319159,0.0334610200271751,0.1801228724025039,0.8198771275974961,0.5,0.5,1,-1,1,1,1
2023/06/07 4:10:33 PM GMT+5:30,39,Male,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy,3.0,2.0,3.0,2.0,3.0,4.0,2023-06-07 16:10:33-05:30,2023,6,7,16,2,0.0334653340645936,0.5145370477062583,0.0336902342102087,0.3512801477703873,0.0335615456128876,0.0334656906356644,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/07 4:46:12 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,4,3,User-friendly website/app interface,Reducing packaging waste,4.0,4.0,3.0,3.0,3.0,3.0,2023-06-07 16:46:12-05:30,2023,6,7,16,2,0.0334307450217059,0.0334930012935815,0.832237558657561,0.033452750588052,0.0335483433882801,0.0338376010508196,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/07 5:26:20 PM GMT+5:30,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,3,Yes,3,3,Competitive prices,Shipping speed and reliability,3.0,5.0,,3.0,2.0,3.0,2023-06-07 17:26:20-05:30,2023,6,7,17,2,0.0335400755209618,0.0341031243025929,0.8318633318991905,0.0334187286411254,0.0334657665483478,0.0336089730877813,0.1273542546663209,0.8726457453336791,0.1250428283408851,0.8749571716591149,0,-1,0,1,0
2023/06/07 5:58:12 PM GMT+5:30,37,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,2,Sometimes,3,2,Wide product selection,Reducing packaging waste,3.0,1.0,3.0,2.0,4.0,5.0,2023-06-07 17:58:12-05:30,2023,6,7,17,2,0.0335041719649771,0.3824299493855563,0.483478597302782,0.0336097906195998,0.0334426918358613,0.0335347988912234,0.562945602628819,0.437054397371181,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/07 6:15:10 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,2,2,Product recommendations,Reducing packaging waste,2.0,3.0,,2.0,3.0,3.0,2023-06-07 18:15:10-05:30,2023,6,7,18,2,0.0334607495752791,0.8321294284248048,0.0335869963701627,0.0337411708240921,0.0335244015807165,0.0335572532249446,0.4322740400109385,0.5677259599890614,0.9166431756145148,0.083356824385485,1,-1,0,0,1
